summary_nr,Event Date,Abstract Text,Event Description,Event Keywords,con_end,Construction End Use,build_stor,Building Stories,proj_cost,Project Cost,proj_type,Project Type,Degree of Injury,nature_of_inj,Nature of Injury,part_of_body,Part of Body,event_type,Event type,evn_factor,Environmental Factor,hum_factor,Human Factor,task_assigned,Task Assigned,hazsub,fat_cause,fall_ht
220896369,2016-06-08 00:00:00,"At approximately 2:15 p.m. on March 10, 2017, an employee was retrieving a piece of metal roofing. The employee climbed onto an unsecured piece of metal roofing and fell through to the ground below. The employee was hospitalized and treated for fractured leg and back. ",EMPLOYEE FALLS FROM ELEVATED POSITION AND IS KILLED,"THUMB,AMPUTATED,NIP POINT,CAUGHT BETWEEN",A,Single family or duplex dwelling,1,2,E,"$1,000,000 to $5,000,000",B,Alteration or rehabilitation,Fatal,4,Heat Exhaustion,7,Right Eye,10,Ingestion,7.833962443735383,Catch Point/Puncture Action,19,Malfunction Neuromuscular System,2,Not Regularly Assigned,1340,16,0
220926935,2017-05-04 00:00:00,"At 11:30 a.m. on April 10, 2017, Employee #1, an electrician employed by an electrical services company, was working from a Genie scissor lift extended more than 10 feet above the ground.  He was inspecting high bay light fixtures to determine which one was flickering.  Employee #1 attempted to disconnect the relock safety connector which serviced the light fixture and thereby de-energize the ballast.  He was squeezing the safety connector when it became stuck and began to spark and arch.  A fire ensued.  Employee #1 sustained an electric shock that entered at his left hand's index finger.  Emergency services were called, and Employee #1 was transported to the hospital.  He was admitted and treated for an electric shock. ",EMPLOYEE IS STRUCK BY OVERHEAD POWER LINES AND IS ELECTROCUT,"STRUCK BY,EQUIPMENT FAILURE,PRESSURE VESSEL,HOT COOKING OIL,BURN",P,Other heavy construction,3,1,D,"$500,000 to $1,000,000",0, ,Fatal,9,Dislocation,4,Whole Body,13,Card-vascular/resp. fail.,1.8133945775854112,Materials Handling Equip./Method,10,Mater-Handling Procedure Inappropriate,2,Not Regularly Assigned,337,3,0
220927412,2015-08-24 00:00:00,"At 7:45 a.m. on September 17, 2015, an employee was working for a firm that manufactured glass containers. He was walking up some stairs, when he lost consciousness and fell over. It is thought that he sustained a heart attack and he died. ",EMPLOYEE SUFFERS HEAT STROKE AND LATER DIES,"STRUCK BY,POWERED INDUSTRIAL VEHICLE,BACK-UP ALARM,BACKING UP",O,"Power line, transmission line",5,5,G,"$10,000,000 to $20,000,000",A,New project or new addition,Nonfatal,2,Eye injury,29,Lower Leg,3,Inhalation,0.122366444410172,Other,18,Insufficient /Lack/Protective Work Clothing/Equipment,2,Not Regularly Assigned,2150,10,0
220805238,2015-09-22 00:00:00,"At 11:00 a.m. on December 23, 2016, an employee was trouble shooting the malfunction of an end former machine. The machine was fully operational with no lockout/tagout procedures in place. As he had one of  his hands inside the end former cell of the equipment to figure out why a part was getting hung up, its limit switch was inadvertently initiated. This caused the machines cylinder to cycle, amputating the tip of one of the employee's pinky fingers. The employee was hospitalized and treated for his injury. ",EMPLOYEE FALLS FROM BED OF A TRUCK TO THE GROUND SUSTAINING ,"STRUCK BY,BOILER,BURN,FALLING OBJECT",J,Bridge,1,2,G,"$10,000,000 to $20,000,000",A,New project or new addition,Nonfatal,11,Heat Exhaustion,6,Liver,2,Caught in or between,2.417957495131067,Materials Handling Equip./Method,9,"Misjudgment, Hazardous Situation",1,Regularly Assigned,640,18,0
220815260,2017-02-14 00:00:00,"At 12:15 p.m. on March 29, 2017, an employee was working from an extension ladder placing hazard warning labels onto a semi-trailer box container. The truck driver noticed the employee lying on the ground and called for emergency services.  Emergency personnel from Bedford Park, IL, responded to the call and assisted the injured employee. The injured employee was transported to Christ Hospital for treatment for a broken left wrist. ",EMPLOYEE FALLS FROM BUILDING AND IS INJURED,"CARDIAC ARREST,HEART ATTACK,CARDIOVASC SYSTEM",J,Bridge,5,4,0, ,0, ,Fatal,10,"Asphyxiation, Drowning",19,Internal Injuries,14,Caught in or between,0.15674880811518357,Other,16,Insufficient /Lack/Respiratory Protection,1,Regularly Assigned,640,15,0
220946040,2017-02-10 00:00:00,"On March 22, 2017, Employee #1, working alone, was retracting a section of lay-flat hose onto a hydraulic powered roller that was located on the rear of a boiler truck. He was on an elevated work platform, approximately 6 foot high, during a trench-less sewer repair process.  The boiler truck had a foot controller with a pressure switch originally on the truck when it came from the manufacturer.  The employer did an in house modification of the hydraulic control for the roller and added a hand lever switch.  This switch had been overridden by a bungee cord which caused the roller to continue spinning.  In addition, the hydraulic roller was not designed for nor intended for the use for which the employer was using it.  There was no means to cut the power to the hydraulic roller on the elevated work platform at the point of operation during operating cycles.  While Employee #1 was retracting and winding the hose onto the powered spinning roller he became entangled in the retracting hose and was pulled into the hydraulic roller entrapping him.  Employee #1 was killed. ",EMPLOYEE'S FINGERTIP IS AMPUTATED IN NIP POINT OF PRESS,"AMPUTATED,FINGER,LACERATION,NIP POINT,HOIST",B,Multi-family dwelling,11,7,B,"$50,000 to $250,000",A,New project or new addition,Fatal,21,Serious Fall/Strike,4,Head,2,Struck-by,2.838303315190797,Overhead Moving/Falling Object Action,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,8890,19,0
220897896,2016-09-16 00:00:00,"At 2:45 p.m. on September 22, 2016, an employee was using a vehicle mounted bucket lift to remove a gas pump topper. The employee was looking over the edge of the bucket and moving the bucking upwards when his neck became caught between the edge of the bucket and the canopy above. For unknown reasons, the bucket could not be lowered using the controls mounted near the bucket or the remote controls. The employee was killed by asphyxiation. ",EMPLOYEE WORKING IN ORCHARD DIES FROM HEART ATTACK,"CAUGHT IN,CRUSHING,AERIAL LIFT,ELEVATED WORK PLATFORM",D,Manufacturing plant,16,76,F,"$5,000,000 to $10,000,000",D,Demolition,Nonfatal,16,Illness,6,Liver,8,Other,17.817356850040724,Radiation Condition,18,Insufficient /Lack/Written Work Practice Program,1,Regularly Assigned,1803,21,0
220781579,2016-06-09 00:00:00,"At 5:30 a.m. on January 24, 2017, an employee was pouring hot aluminum into a flask to create a mold.  The employee began to pour the aluminum through a S funnel system when the hot metal had a reaction, violently erupted, and splashed onto the employee's face and neck.  The employee was taken to the hospital and treated for burns.  The employee returned a few days later and was admitted to perform a skin graph on his neck.   The employee was kept in the hospital for three days.. ","ONE EMPLOYEE IS KILLED, ANOTHER INJURED WHILE HITCHING A TRA","CAUGHT IN,AMPUTATED,FAN BLADE,AMPUTATION,LOCKOUT,CLEANING,ROTATING PARTS",E,Refinery,11,73,G,"$10,000,000 to $20,000,000",E,Other,Nonfatal,15,Dislocation,8,Lower Leg,13,Caught in or between,10.098880318070167,"Weather, Earthquake, Etc.",0,Insufficient /Lack/Respiratory Protection,1,Regularly Assigned,5010,18,0
220930747,2016-10-16 00:00:00,"At approximately 11:15 a.m. on April 15, 2016, Employee #1 was performing repair work on an elevator. He was helping a coworker replace saddle bolts in an elevator. While Employee #1 was working, he contacted an electrified motor controller panel and was electrocuted. ",EMPLOYEE IS KILLED DURING ROBBERY; SECOND EMPLOYEE INJURED,"STRUCK AGAINST,FALL,ELECTRIC SHOCK,LOST BALANCE,POWER LINES,LADDER,FALLING OBJECT",D,Manufacturing plant,16,73,F,"$5,000,000 to $10,000,000",B,Alteration or rehabilitation,Nonfatal,2,Laceration,6,Elbow,1,Other,10.720007081432223,Temperature +/- Tolerance Lev.,18,Insufficient /Lack/Protective Work Clothing/Equipment,1,Regularly Assigned,170,25,0
220790232,2015-08-21 00:00:00,"At approximately 2:30 p.m. on March 1, 2016, Employee #1 was racking pruned limbs in a pear orchard when he suffered cardiac and or a respiratory failure and died. ",TWO EMPLOYEES ARE SHOT WITH FIREARM; ONE KILLED AND ONE IS H,"PIPELINE,CRUSHING,CONSTRUCTION VEHICLE,EQUIPMENT FAILURE,LEAK,CONSTRUCTION",B,Multi-family dwelling,6, ,0, ,0, ,Fatal,2,"Amputation, Crushing",3,Feet,1,Caught in or between,5.0958649684021555,Overhead Moving/Falling Object Action,5,Lockout/Tagout Procedure Malfunction,2,Not Regularly Assigned,640,20,0
220865323,2017-01-06 00:00:00,"At 4:00 p.m. on May 25, 2017, an employee was performing cleanup of a work area.  The employee fell through a floor opening/shaft.  The employee struck rocks on the ground, received head trauma and broken bones and was killed. ",EMPLOYEE CAUGHT BETWEEN TIRE AND CRANE AND IS KILLED,"WORK RULES,OIL DRUM,FLASHBACK,FIRE,FACE,HEAT,EXPLOSION,ACCIDENTAL DISCHARGE,COMBUSTIBLE LIQUID,BURN",D,Manufacturing plant,0, ,0, ,0, ,Fatal,16,Illness,12,Neck,9,Rep. Motion/pressure,15.163462525321592,Gas/Vapor/Mist/Fume/Smoke/Dust,17,Mater-Handling Procedure Inappropriate,2,Not Regularly Assigned,8890,3,0
220948905,2017-03-15 00:00:00,"At 1:00 p.m. on April 20, 2017, an employee was pulling a glaze tank to a cleaning area, when the tip of one of his fingers became caught in a space located between the top of the glaze tank where a weld had broken. The employee let off pressure from pulling the tank. However, the tip of his finger was amputated. ",EMPLOYEE JUMPS FROM SEMI-TRAILER AND FRACTURES FOOT,"CRUSHING,ASPHYXIATED,LOCKOUT/TAGOUT,SAW",C,Commercial building,11,11,0, ,0, ,Nonfatal,20,Eye injury,11,Arm,11,Rubbed/abraded,5.640622022238649,Catch Point/Puncture Action,12,Malfunction In Securing/Warning Op,2,Not Regularly Assigned,8870,15,0
220949341,2017-02-17 00:00:00,"At 10:45 p.m. on October 23, 2015, a worker was inspecting a food processing plant when he experienced a terrible head ache and passed out.  He was taken to a nearby hospital where he later died of a brain aneurism. ",EMPLOYEE FALLS AND SUSTAINS MULTIPLE INJURIES,"THUMB,UNGUARDED,LOCKOUT/TAGOUT,AMPUTATION,MACHINE GUARDING,FINGER",0, ,3,1,B,"$50,000 to $250,000",0, ,Nonfatal,22,Fall from Elevation,1,Face,5,Fall (from elevation),2.3776450818251855,Work-Surface/Facility-Layout Condition,17,Insufficient /Lack/Protective Work Clothing/Equipment,2,Not Regularly Assigned,1480,7,0
220943971,2016-08-25 00:00:00,"At 3:45 p.m. on August 5, 2015, an employee was taking waste into the dump box, opening cans of adhesive and cleaning the general area at Bldg105 roof area. Employee initially complained of being hot. Employee was made to sit in a makeshift shade area on the roof and given water. Employee stated he  has feeling better and resumed working after 10-15 minutes.  Employee worked for 10-15 minutes more and then started vomiting. Employee was brought down off the roof into a shaded area and given more water to drink. Employee was killed due to heat stress/heart attack. ",EMPLOYEE AMPUTATES FINGERTIP WHILE CLEARING JAM ON CONVEYOR ,"STRUCK BY,TRUCK,CRUSHED,MOTOR VEHICLE,BACKING UP,BACK-UP ALARM",G,Sewer/water treatment plant,21,14,B,"$50,000 to $250,000",A,New project or new addition,Nonfatal,1,"Amputation, Crushing",31,Back,10,Rubbed/abraded,16.08004129400752,Flammable Liquid/Solid Exposure,16,Insufficient /Lack/Expose/Biological Monitoring.,1,Regularly Assigned,1460,5,0
220958433,2016-07-01 00:00:00,"At approximately 10:00 p.m. on February 16, 2017, an employee was working from a 4 foot tall ladder while resetting a door. He lost his balance, fell backward, and hit his head. He suffered from strained back and lacerated elbow. Initially the employee was released back to work on light duty. However, over the weekend of February 17 - 19, the employer was informed that the employee had been admitted to the hospital related to the incident. He was believed to have a subdural hematoma and was in intensive care unit. ",EMPLOYEE FALLS FROM LADDER AND IS KILLED WHEN STRIKING HEAD ,"PINNED,CAUGHT BY,MATERIAL HANDLING,POWERED INDUSTRIAL VEHICLE",O,"Power line, transmission line",46,76,C,"$250,000 to $500,000",B,Alteration or rehabilitation,Nonfatal,7,Head Trauma,7,Right Eye,11,Rubbed/abraded,16.662380787552323,Radiation Condition,4,Lockout/Tagout Procedure Malfunction,2,Not Regularly Assigned,D150,17,0
220921332,2015-12-23 00:00:00,"At 8:30 a.m. on January 11, 2016, an employee was cleaning out the Lamb Hammermill that had become jammed when material exiting the conveyor belt become jammed. The employee contacted his supervisor who was not on site and was instructed to unjam the machine. This procedure is done up to once a month when the Hammermill becomes jammed. The employee used the chainfall and raised the access door up so that he could remove the jammed material. He was in the process of doing this when the door disengaged from the chainfall,  causing it to come down on the employee's head. The door weighed 2,800 pounds and measured 32 inches by 50 inches. He was killed. ",EMPLOYEE AMPUTATES TOE WHILE OPERATING A HIGH PRESSURE WATER,"STAIR,WORK PLATFORM,FALL,LEG,FRACTURE",L,"Shoreline development, dam, reservoir",76,73,F,"$5,000,000 to $10,000,000",E,Other,Nonfatal,20,Fall/strike,26,Elbow,6,Inhalation,17.07410740722446,Radiation Condition,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,640,11,0
220943450,2015-07-11 00:00:00,"At 6:00 p.m. on October 31, 2015, a worker was pumping manure into a tanker truck. During pumping, the worker accessed the top of the truck to ensure the manure was not overflowing. While on the top of the truck, the worker became overcome by gas fumes from the manure and became unconscious. The worker was found slumped over by two co-workers who immediately performed CPR. However, the worker could not be revived and was determined to be dead.  The incident investigation attributed the worker's death to asphyxia caused from exposure to the manure gas. ",EMPLOYEE 1 WAS KILLED WHEN STRUCK BY A DUMP TRUCK.,"STRUCK BY,ROLL-OVER,INDUSTRIAL TRUCK,HEAD,CRUSHED",D,Manufacturing plant,9,139,0, ,C,Maintenance or repair,Fatal,21,Serious Fall/Strike,10,Ribs,12,Struck-by,3.039584128829791,Materials Handling Equip./Method,12,Defective Equipment In Use,2,Not Regularly Assigned,1480,15,0
220805428,2016-03-06 00:00:00,"At 1:00 p.m. on October 22, 2015, an employee was operating an excavator with a Ram. While the employee was driving off a job site down a construction road, the excavator rolled over and he was killed. ",SIX EMPLOYEES ARE EXPOSED TO SULFUR FUMES AND ARE TREATED FO,"PLATFORM,COLLAPSE,DUMP TRUCK BED,HYDRAULIC LINE,LOCKOUT/TAGOUT,CRUSHED",Q,Contractor's yard/facility,21,21,G,"$10,000,000 to $20,000,000",B,Alteration or rehabilitation,Fatal,10,"Bruising, Contusion",12,Fingers,4,Shock,17.443008999548038,Radiation Condition,19,Malfunction Neuromuscular System,1,Regularly Assigned,5010,3,0
220799456,2016-09-06 00:00:00,"On May 24, 2016, a crew of 4 and the supervisor of the company were tasked with the dis-assembly and relocation of the quality lab. The lab is designed to be moved and its dimensions are 24 feet by 24 feet by 9 feet. The quality lab  was located inside the facility. The roof of the lab consisted of metal (tin) panels attached with screws to metal purlins. The purlins are spaced approximately four feet apart.  The purlins are 24 inches long, 9 feet thick, and 2 feet wide. The metal panels are attached with screws to the 2 inch side of the purlin.  Employee #1 and another employee accessed the roof using a ladder. Employee #1 and another employee were directed by the supervisor of the company to start removing the screws that attached the metal panels to the purlins. The screws of approximately 3 panels had been removed. Employee #1 stepped on one of those panels with the screws removed. The panel buckled and collapsed allowing Employee #1 to fall approximately six feet. Employee #1 landed on a measurement tool sitting on a  precision granite calibration table. The measurement tool impaled Employee #1 in the chest causing uncontrollable bleeding that resulted in his death. ",EMPLOYEE ACTING AS A SPOTTER IS STRUCK AND KILLED BY FALLING,"BANDSAW,FINGER,FOOD PREPARATION,GUARD,AMPUTATION,BLADE",G,Sewer/water treatment plant,13,16,B,"$50,000 to $250,000",E,Other,Fatal,21,Serious Fall/Strike,4,Head,2,Fall (from elevation),5.057932788655156,Overhead Moving/Falling Object Action,6,Equipment Inappropriate For Operation,2,Not Regularly Assigned,2150,19,0
220834865,2016-05-19 00:00:00,"At 11:15 a.m. on July 10, 2016, an employee was working for an oil or gas pipeline infrastructure construction firm. He was trying to get out of severe weather conditions. He walked approximately 0.8 kilometers (0.5 miles) to get to shelter. Upon arrival at a tent, the employee began grabbing his chest. He sustained a heart attack or a seizure of some sort. He died. The narrative did not say what the temperature or other weather conditions were at the time of the incident. ",EMPLOYEE FALLS OF PICK UP TRUCK AND IS KILLED,"STRUCK BY,RUN OVER,HIGHWAY SHOULDER,HIGHWAY,TOWED EQUIPMENT,TOW TRUCK",C,Commercial building,3,5,0, ,A,New project or new addition,Nonfatal,16,Illness,24,Hip,9,Rep. Motion/pressure,7.4952105322071505,Flying Object Action,8,Distracting Actions By Others,2,Not Regularly Assigned,337,14,0
